StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q19,Q30,Q34,Q35,Q37,Q39,Q67,Q1,Q2,Q3,Q4,Q5,Q41,Q42,Q43,Q44,Q45,Q71,code 1,Q46_1,Q46_2,Q46_3,Q79,Q72,Q9,Q11,Q69,code 2,Q48_1,Q48_2,Q48_3,Q80,Q70,Q50,Q51,Q52,Q53,Q54,Q55,Q59,Q61,Q62,Q63,Q64,Q65,Q81,SC0,SC1,condition,Trust change
7/24/19 17:36,7/24/19 18:05,0,208.81.195.23,100,1724,1,7/24/19 18:05,R_Z8ZcXwzvuD4da5b,,,,,42.46740723,-91.88030243,anonymous,EN,1,2,1,4,"1,2,3,4",,1,1,1,2,1,2,1,1,1,2,2,"I think it's important to figure out the probability of these things occurring, but I don't think anyone should be detained solely over a prediction. That is unethical and unconstitutional. We should keep an eye on people who may potentially reoffend, but not necessary detain them.",Probability important,645,1394,961,"Because it has the best balance between true positives and true negatives in my opinion. Sure, it does make some prediction errors here and there, but it's much more likely to get the answer right than wrong.",4,1,1,I honestly think we need a balance of less bias as well as making fewer mistakes. Balance is crucial to make the predictions accurate and unbiased overall as well as accurate.,Both,425,207,1713,This is the closest I can get where white americans and african americans are almost equal. I think this is the best outcome we can get. It's a decent balance between the two races. The prediction errors are still unfortunately a little higher than I'd like.,5,5,6,3,7,6,4,2,Male,3,1,5,6,None.,12,1,scenario,0
7/24/19 17:28,7/24/19 18:05,0,162.206.15.180,100,2213,1,7/24/19 18:05,R_1pGNFWy00EzxqG3,,,,,31.77749634,-106.490303,anonymous,EN,1,2,1,3,"1,2,3,4",1,,1,1,2,1,2,1,1,1,2,2,I believe it is more important to not detain anyone who will not reoffend.,FP,0,1937,1063,"Based on the model, defendants seem less likely to reoffend. If the model is moved to the far left, it shows false positives outweigh the the rest. It also shows that the criminal system seems biased and not trusting of the defendants. I believe the model I chose gives most of the defendants the benefit of the doubt and that generally the defendants are not inherently bad. ",4,1,1,"If all men are created equal, then they should be treated equal, that is the defendants should be treated without bias.",No bias,10,1046,1018,The model shows that the races of defedants are nearly the same while also showing that those who will not reoffend is greater than those who reoffend.,3,5,5,3,6,6,4,3,male,3,3,4,6,n/a,12,1,data,1
7/24/19 18:04,7/24/19 18:07,0,103.77.19.77,100,137,1,7/24/19 18:07,R_3RymU0wl10VzgcS,,,,,23.71209717,90.45980835,anonymous,EN,1,2,1,6,"1,2,3,4",,1,2,1,2,2,1,3,2,3,3,2,awesome stocking stuffers ,,question ,quality ,check ,quality control ,5,1,2,quality control over ,,focusing ,control ,features ,awesome stocking stuffers ,6,4,5,3,5,4,5,3,male,3,1,5,5,aw,4,1,scenario,-1
7/24/19 17:32,7/24/19 18:08,0,73.2.182.75,100,2193,1,7/24/19 18:08,R_31ZXuMQBAERoUYS,,,,,35.16400146,-89.7826004,anonymous,EN,1,2,1,5,"1,2,3,4",1,,1,1,2,1,2,1,1,1,1,2,detain those who are likely to reoffend,Retain likely offenders,861,930,1209,it gets most of the true positives without sacrificing too many ,6,2,2,most important to treat the two groups of defendants without bias,No bias,422,600,1708,most true positives - somewhat balanced,6,4,6,3,5,4,5,4,male,3,1,5,4,n/a,9,1,data,0
7/24/19 17:53,7/24/19 18:09,0,174.65.81.86,100,955,1,7/24/19 18:09,R_3sv3gcXxMxTTkc4,,,,,32.81230164,-116.9171982,anonymous,EN,1,2,1,5,"1,2,3,4",,1,3,1,2,1,2,1,1,1,2,2,"I think it's more important to not detain people that won't reoffend, since one should be considered innocent until proven the contrary",FP,416,1692,892,"It balances well the values, giving fewer errors than the other models",6,2,2,"I absolutely agree with who thinks that we shouldn't be biased, and that we should trait white and Afro-American in the same way",No bias,81,1011,896,"Maybe it doesn't produce the best outcomes, but I think it's well balanced",6,5,6,3,5,6,5,4,Male,2,1,3,4,"Thank you very much for this HIT, and best of luck with your research",9,1,scenario,0
7/24/19 17:45,7/24/19 18:09,0,73.250.52.100,100,1457,1,7/24/19 18:10,R_AmS6gV02NktwWop,,,,,38.91870117,-75.42910004,anonymous,EN,1,2,1,5,"1,2,3,4",,1,1,1,2,1,2,1,1,1,2,2,"I value most that the prediction will be more likely to predict people who will reoffend correctly, so I'm more concerned about getting the True Positives correct.",TP,902,792,1306,I think it's the best outcome because it predicts correctly over half the time and the true positives are a high amount while also having a lot of true negatives.,2,2,2,"I think the two groups should be treated equally and without bias, especially when the number of incorrect predictions doesn't change very much.",No bias,353,491,1375,I think this is the closest to being balanced between White Americans and African Americans with a lower error rate but still identifying more true positives so that the it catches more people who are predicted to refoffend actually offend.,3,6,5,3,6,6,3,4,female,3,4,5,5,No comments.,10,1,scenario,-2
7/24/19 17:46,7/24/19 18:10,0,144.92.38.238,100,1417,1,7/24/19 18:10,R_2WDyevrc11S9nXr,,,,,43.07310486,-89.40119934,anonymous,EN,1,2,1,5,"1,2,3,4",1,,1,1,2,1,2,1,1,1,2,2,"I think it's important to balance both goals, but, if one has to be preferred, I think it is more important to not to detain anyone who will not reoffend.",FP,416,1692,892,"It has the lowest number of prediction errors, so it should be the most accurate.",6,1,1,"I believe it is most important to balance the two cases. If one case has to be favored over the other, I think making fewer mistakes is more important.",Both,104,989,887,"It has the lowest number of prediction errors, and the lowest disparity number (74) possible with those prediction errors.",6,6,7,3,6,6,5,4,Male,4,1,5,6,The Algorithm tool was very interesting!,12,1,data,0
7/24/19 17:52,7/24/19 18:10,0,73.43.88.83,100,1113,1,7/24/19 18:10,R_1EfUOmycxGM862x,,,,,33.72239685,-84.52050018,anonymous,EN,1,2,1,6,"1,2,3,4",,1,1,1,2,1,2,1,1,1,2,2,To not detain anyone who will not reoffend because it's wrong to detain innocent people.,FP,154,1879,967,"It lowers the amount of false positives, but it still keeps some balance.",7,1,1,It's most important to treat everyone fairly and equally and without bias.,No bias,67,1023,912,It minimizes the disparity between the two races.,7,7,7,3,7,7,7,3,male,3,4,4,5,none,12,1,scenario,1
7/24/19 17:23,7/24/19 18:11,0,98.160.165.102,100,2847,1,7/24/19 18:11,R_ULLZTn77IK2FiTL,,,,,36.09069824,-115.0886002,anonymous,EN,1,2,1,6,"1,2,3,4",1,,1,1,2,1,2,1,1,1,2,2,I believe it is most important to minimize prediction errors. I care more about efficient than the reasons stated above.,Errors,416,1692,29,Because that model produces the lowest prediction errors. The lower the prediction errors the more efficient the model is.,7,1,1,Because race is such sensitive issue I believe it is important to get a low disparity and an acceptable error prediction rate. ,No bias,67,1023,912,Because this model has the lowest disparity.,5,5,6,3,6,6,6,3,Male,2,4,3,5,No comment.,12,1,data,0
7/24/19 17:43,7/24/19 18:12,0,174.19.12.22,100,1713,1,7/24/19 18:12,R_Zy4A6BYEIxbefx7,,,,,35.48139954,-77.08679962,anonymous,EN,1,2,1,4,"1,2,3,4",1,,1,1,2,1,2,1,1,1,2,2,"I believe it's important people to be treated fairly, so I believe we shouldn't detain anybody who will not re-offended.  The one thing I value most about this prediction is that it's trying to be accurate, so I'm glad the numbers are trying to help people who are trying to become better people.",FP,311,1778,911,"It has a low amount of prediction errors, it has a high amount of True negatives where ex-inmates won't re-offend, and it has a low amount of true positives.",7,1,1,I believe the two groups should be treated without bias even though I know that's not 100% the case.  ,No bias,104,989,887,Because this model has fewer amount of prediction errors.,7,3,6,3,5,6,4,3,male,3,2,3,7,No comment,12,1,data,0
7/24/19 17:50,7/24/19 18:12,0,108.30.47.212,100,1285,1,7/24/19 18:12,R_1Cr5shyMGas2AOz,,,,,40.6703949,-73.69809723,anonymous,EN,1,2,1,5,"1,2,3,4",1,,1,1,2,1,2,1,1,1,2,2,"i think it's important to balance both of these goals,both are unacceptable outcomes if avoidable ",Both,700,1289,1011,because it's just about as balanced as you can get without drastically reducing or increasing one of the values ,7,1,1,"i think it's important to make as few mistakes as possible,even if it's viewed as unfair ",Errors,114,979,882,it has the least errors ,7,6,7,3,6,7,4,3,Male,2,1,5,5,interesting,12,1,data,-1
7/24/19 17:58,7/24/19 18:12,0,71.186.240.79,100,843,1,7/24/19 18:12,R_22KNtxMqFWGgvpl,,,,,42.94360352,-78.8368988,anonymous,EN,1,2,1,5,"1,2,3,4",1,,1,1,2,1,2,1,2,1,1,2,I believe it's important to find a reasonable balance between detaining defendants who are likely to reoffend and no longer detain those who will not reoffend.,Both,1063,1937,892,"Prediction Errors produces the best outcomes,",6,1,1,I think it's important to treat all defendants the same regardless of racial bias.,No bias,422,1046,905,I think the prediction error model produces the best possible outcome for both groups of defendants.,5,4,5,3,5,5,5,3,Female,2,1,5,4,Thank you.,10,1,data,0
7/24/19 17:57,7/24/19 18:13,0,47.25.235.94,100,956,1,7/24/19 18:13,R_3hGfAkMnCopRDRr,,,,,44.92250061,-123.3199997,anonymous,EN,1,2,1,2,"1,2,3,4",,1,1,1,2,1,2,1,1,1,2,2,It is important to find a balance between finding those who will reoffend and those won't. Being more accurate is the most important thing. ,Errors,416,1692,892,It has the fewest incorrect predictions. The algorithm is the most accurate where I have it. ,6,1,1,It is more important to make fewer mistakes. I would choose the option that has the fewest incorrect predictions regardless of disparity. ,Errors,67,1019,918,It has the fewest incorrect predictions. ,6,6,6,3,6,6,5,3,male,3,1,4,5,I have no comment. ,12,1,scenario,3
7/24/19 17:52,7/24/19 18:14,0,71.225.176.110,100,1343,1,7/24/19 18:14,R_1NhrqUU5EJMxhAR,,,,,40.36199951,-75.31900024,anonymous,EN,1,2,1,6,"1,2,3,4",,1,1,1,2,1,2,1,1,1,2,2,I believe you should balance between these two goal because it will maximize the algorithm accuracy the best. ,Errors,416,1692,892,It will produce the least amount of incorrect predictions as a whole.,6,1,1,I believe which ever one makes the fewest mistakes should be most important.  ,Errors,114,337,29,Its the most accurate and fair model,6,6,6,3,7,6,6,3,Male,2,1,4,5,no comments,12,1,scenario,0
7/24/19 17:41,7/24/19 18:15,0,71.71.214.155,100,2038,1,7/24/19 18:15,R_YYV7mVadT1eGVfH,,,,,35.22270203,-80.79380035,anonymous,EN,1,2,1,5,"1,2,3,4",,1,1,1,2,1,2,1,1,1,2,2,"I think its important to balance these goals somewhat. What I mean by somewhat is, I believe not detaining any who will not reoffend is slightly more important then identifying and detaining all defendants who might potentially reoffend. However a balanced of sort is needed to make sure we identify and detain all defendants who might potentially commit another crime, while making sure that not to detain those who will not commit another crime. Its a tight rope balance that I believe minimizes the amount of errors in detaining innocent people. I hope I explained myself well.",FP,416,1692,892,"Its the lowest amount of errors possible. I strongly believing in limiting the amount of errors and mistakes in a system like this as much as possible. These numbers give me an error number that is the most acceptable when keeping in mind my thoughts about making mistakes. Too many errors will lead to a lot of problems. While I understand that some may think that the risk of more errors may be worth the reward of more people put in jail, I do not believe that to be the case.",5,1,1,"If I had to pick one thing, its is more certainly to focus on the bias when handling the two groups. As we see in society today, too much bias is used against African Americans by the system. Black people are held and judged by a different standard compared to White Americans. We do not not that prejudice to infiltrate a system that is supposed to be based off pure unaltered data alone.  ",No bias,67,182,912,"It gives me the lowest error count and I believe the fairest numbers between White American Defendants and Blacks. I'm not too pleased with it to be honest, but its the best outcome I could find that gives me a low error count and tries to take away some of the biases between White defendants and Black ones.",4,5,5,3,5,5,4,3,Male,2,2,5,5,"Interesting study, make me think about whether these type of programs will actually be useful in the future.",12,1,scenario,-1
7/24/19 17:47,7/24/19 18:15,0,170.10.187.43,100,1665,1,7/24/19 18:15,R_2Yaf9tdmy5iRNKZ,,,,,36.1835022,-94.17620087,anonymous,EN,1,2,1,4,"1,2,3,4",,1,1,1,2,1,2,1,1,1,2,2,I think that finding the most balanced method for achieving acceptable results is the most important goal of this kind of system.,Both,591,1476,933,I feel that this allows for an even distribution of true results versus the possible amount of errors that could occur.,5,1,1,I think that it's important to achieve the most fairest results possible for both groups.,No bias,72,1016,910,It helps in balancing between both true and false identifications for this group.,5,5,6,3,6,6,5,4,male,2,2,5,6,It was a interesting task to take part in.,12,1,scenario,1
7/24/19 17:33,7/24/19 18:17,0,73.2.182.75,100,2692,1,7/24/19 18:17,R_3OEVusm9bKocTZv,,,,,35.16400146,-89.7826004,anonymous,EN,1,2,1,6,"1,2,3,4",,1,1,1,2,1,2,1,1,1,2,2,to identify and detain all defendants who might potentially reoffend;,Retain likely offenders,1063,0,1937,most true positives which is the most important stat,6,2,2,it is most important to treat the two groups of defendants without bias,No bias,67,1019,918,it seems to balance things out a bit,6,4,6,3,4,5,5,5,female,3,1,7,6,none,10,1,scenario,-1
7/24/19 18:02,7/24/19 18:18,0,74.133.24.154,100,943,1,7/24/19 18:18,R_3PLjwXQmS1qKs4q,,,,,40.18339539,-83.09120178,anonymous,EN,1,2,1,6,"1,2,3,4",,1,1,1,2,1,2,1,1,1,2,2,I think it is most important to get as few prediction errors as possible.,Errors,416,1692,892,It is a healthy balance between the two options. It's important to get all of the potential reoffenders but you don't want to start sacrificing innocents.,7,2,2,Balance between the two cases.,Both,84,995,917,It is a healthy mix between minimizing error and bias.,7,7,7,3,7,7,6,2,Male,2,1,5,6,No issues and enjoyable.,10,1,scenario,0
7/24/19 17:44,7/24/19 18:19,0,108.30.21.41,100,2113,1,7/24/19 18:19,R_2YSsr0mirLJQsNL,,,,,40.8881073,-73.84140015,anonymous,EN,1,2,1,5,"1,2,3,4",1,,1,1,2,1,2,1,1,1,2,2,I think it is most important not to detain innocent people. It is one of the principles of our jurisprudence (I think Blackstone said it) that it is better that 10 guilty people go free than one innocent suffer.,FP,154,1897,967,It reduces the number of false positives.,5,1,1,"The ideal thing is to be as unbiased as one can, while taking into account societal factors that may make the recidivism rates between the two groups different.",No bias,232,746,1075,"The % of prediction errors is a bit higher. However, the disparity is much lower. It's hard to balance the two, but this is a step in the right direction.",5,3,6,3,5,5,4,6,female,4,2,7,5,I have none.,12,1,data,-1
7/24/19 18:10,7/24/19 18:23,0,24.56.251.95,100,817,1,7/24/19 18:23,R_1PYw9CzMA2Oc7k1,,,,,47.61439514,-122.344696,anonymous,EN,1,2,1,5,"1,2,3,4",,1,1,1,2,1,2,1,1,1,2,2,"I think it's most important to give people the benefit of the doubt and encourage positive growth. The problem with recidivism in the abstract is that I don't know what types of crimes are being committed and what types of crimes I'm encouraging by giving people a second chance. Am I sending out drug dealers to commit murders? Letting someone shoplifting baby formula go free?  I doubt these people are boy scouts, but I feel it's more of the latter. ",,154,1897,967,"I feel as if most of the people imprisoned are in on bogus charges, or things that maybe shouldn't be illegal. ",3,1,1,"It's more important to minimize overall error with a little leeway given to minimizing bias. It's extremely important to take care of bias, because bias output by the algorithm will ultimately bring about more biased inputs, which is a vicious cycle.",Errors,81,1011,896,"I wanted to try and minimize bias while paying attention to accuracy. I didn't think either extreme would've helped much, I wanted the algorithm to try to behave neutrally.",5,4,5,3,5,5,4,2,Female,2,2,3,5,N/A,12,1,scenario,-1
7/24/19 17:58,7/24/19 18:23,0,75.138.97.96,100,1538,1,7/24/19 18:23,R_Qi9xoJjBZjIcz4t,,,,,34.75180054,-82.25559998,anonymous,EN,1,2,1,4,"1,2,3,4",,1,1,1,2,1,2,1,1,1,2,2,I think it's important to have a middle ground between accuracy and not detaining people who will not reoffend.  Better an guilty man remain guilty than an innocent man go to jail.  The law punishes after the fact.,Both,208,1856,936,"It's only slightly off from the most accurate, but it only produces less than 40% of the false positives of that state.  Under 100 compared to over 250 is quite substantial.",5,1,1,"It's important to treat both groups without bias, but there needs to be an element of racial justice to how people of color are treated in the system.  There's a human element to decision making that can pre-bias the system, so having algorithms that work as accurately as possible is valuable, but offering justice to people of color is a fair tradeoff.",No bias,67,1020,918,"It offers a tradeoff from base level accuracy to reflect racial justice norms, resulting in 40ish less African American defendants being incorrectly tagged by false positives.  The error rate is only 20 higher than maximum accuracy, so this tradeoff seems acceptable.",6,6,6,3,7,7,5,4,Male,4,5,5,5,N/A,12,1,scenario,1
7/24/19 17:55,7/24/19 18:24,0,73.167.138.231,100,1716,1,7/24/19 18:24,R_T6rbLOsWJDi7is9,,,,,43.8065033,-73.08820343,anonymous,EN,1,2,1,5,"1,2,3,4",,1,1,1,2,1,2,1,1,1,2,2,"I think it is very important to minimize false positives, as these can be used in sentencing and parole cases. If there are too many false positives it will mean creating longer sentences and longer probation periods on people who are not going to reoffend, thereby harming the lives of otherwise innocent people.",FP,234,1833,933,"It has only 104 false positives, which is better in that those who are not going to reoffend will not be treated as if they are going to reoffend. This means that out of 3000 people only 104 (3.5%) will be unfairly treated as if they are going to reoffend.",6,1,1,"I think that the error-disparity bar should be all the way to the left. Although this will end up producing the most errors, it will do so fairly across the two different groups.",No bias,67,1011,936,It produces the best outcome because it reduces the impact a person's race will have on them receiving a false positive or false negative.,5,5,5,3,6,6,6,3,Male,3,1,2,5,N/A,12,1,scenario,1
7/24/19 18:04,7/24/19 18:26,0,73.42.234.169,100,1322,1,7/24/19 18:26,R_3F3ti7EUTaBnC2R,,,,,46.72459412,-122.9671021,anonymous,EN,1,2,1,5,"1,2,3,4",1,,1,1,2,1,2,1,1,1,1,2,"My belief is that we should not keep anyone in jail who is no longer a risk to the community, it's a waste of taxpayer money.  As a result I would like to reduce the number of false positives.",FP,416,1692,29,It has the lowest prediction error,5,2,2,I believe it is important to minimize the inherent bias in the justice system.  Justice is supposed to be blind and it is unfair for certain races to suffer extra hardships which in turn helps to create additional complications in their community.,No bias,98,989,898,It keeps the number of false positives to a minimum while also keeping the prediction error low.,6,5,6,3,5,6,5,4,male,3,4,5,5,no comment,9,1,data,0
7/24/19 18:09,7/24/19 18:28,0,76.107.199.188,100,1103,1,7/24/19 18:28,R_3L5SgMQI6bWIZrH,,,,,35.23449707,-89.85019684,anonymous,EN,1,2,1,5,"1,2,3,4",1,,1,1,1,1,3,1,1,1,1,3,I think there needs to be a balance and sometimes the circumstances surrounding the crime might be missed in an algorithm.,Both,416,1692,29,Because there are fewest prediction errors.,6,3,3,I think you consider the error rate first.,Errors,226,the number isn't showing up on my screen. It only shows Africa/777.,30,I think the middle produced least prediction errors,6,7,6,3,6,6,5,3,female,2,3,1,6,"There is one error where I couldn't see the numbers because it just ends at ""Africa"" but I tried my best.",6,1,data,0
7/24/19 17:32,7/24/19 18:28,0,212.103.49.121,100,3379,1,7/24/19 18:28,R_3MQAFjbj1FIQywX,,,,,34.05490112,-118.2577972,anonymous,EN,1,2,1,6,"1,2,3,4",,1,1,1,2,1,2,1,1,1,2,2,I value the fact that the judge can learn the likely hood of an offender to stay clean or not as this will also help the society in terms of knowing how to manage offenders. Also it will help rehabilitation centers improve how they manage this potential reoffenders,Probability important,591,1476,933,I believe the system seems more perfect and fair in this model because the predictions errors is low and also fairly distributed between the false negative and false positive.,6,2,2,It help in giving better justice.,,114,978,887,The number of prediction error is wrong and it will help improve accuracy for the judiciary.,6,6,6,3,6,6,6,3,male,3,2,7,5,It was a nice and interesting study,10,1,scenario,0
7/24/19 17:43,7/24/19 18:30,0,68.50.79.187,100,2810,1,7/24/19 18:30,R_29fX19xlpjGlE09,,,,,40.21800232,-85.3789978,anonymous,EN,1,2,1,6,"1,2,3,4",,1,1,1,2,1,2,1,1,1,2,2,I would most value minimizing the number of false negatives - defendants who are predicted not to re-offend that will actually re-offend.,FP,1000,387,1613,I think that the primary emphasis must be placed on minimizing the number of false negatives - defendants who are predicted not to re-offend that will actually re-offend.,7,2,2,I think it's most important to minimize the number of false negatives.,FN,400,322,1566,Because it minimize the number of false negatives - those who are predicted not to re-offend that will actually re-offend.,7,7,7,3,7,7,6,6,Male,2,1,5,5,None,10,1,scenario,0
7/24/19 18:24,7/24/19 18:40,0,74.130.64.189,100,952,1,7/24/19 18:40,R_3eEqoJNbTfrlU8F,,,,,38.22000122,-85.69419861,anonymous,EN,1,2,1,5,"1,2,3,4",1,,1,1,2,1,2,1,1,1,2,2,"I value not detaining those who are unlikely to reoffend. I'd rather not have ""extra"" people behind bars who have served their time and are unlikely to commit crimes again. I'm okay with the predictions being wrong and in some cases letting people out that are going to reoffend as long as that number is not extreme.",FP,416,1692,892,This scenario has the least possibly prediction errors. ,5,1,1,It's most important to me that the two races not be judged differently. I'd rather weigh the risks of recidivism without letting race play a factor.,No bias,110,986,884,This was the lowest I could get the prediction errors.,5,5,4,3,5,3,5,4,female,3,1,3,5,NA,12,1,data,0
7/24/19 18:24,7/24/19 18:41,0,73.119.181.106,100,1067,1,7/24/19 18:41,R_6sPL5FWboOIGJcl,,,,,42.63510132,-71.30139923,anonymous,EN,1,2,1,5,"1,2,3,4",1,,1,1,2,1,2,1,1,1,2,2,I think it's important that we release the people who are not likely to reoffend. There's no reason for these people to sit idly in a cage for an extended time. ,FP,471,1625,904,It benefits the people who are predicted to not reoffend and actually do NOT reoffend. These are the people we should be looking out for the most.,6,1,1,I don't think we should consider race in the alogrithm. I would judge the individuals without bias to race.,No bias,67,1023,912,I went with the choice that gives the lowest percentage of prediction errors.,5,5,6,3,6,6,5,3,male,4,1,4,3,none,12,1,data,0
7/24/19 18:24,7/24/19 18:43,0,72.216.100.208,100,1190,1,7/24/19 18:43,R_1j6OLZz3caH70a6,,,,,33.62620544,-112.0074005,anonymous,EN,1,2,1,5,"1,2,3,4",,1,1,1,2,1,2,1,1,1,2,2,Probably somewhere in balancing these goals. It is important that you do not detain or over sentence somehow who won't reoffend but it is also important to detain or keep longer those who are likely to reoffend.,Both,416,1692,892,It has the lowest percentage of prediction errors.,6,1,1,A little of both really. It is important to treat the two groups without bias but also recognizing how the populations are truly responding according to the data.,Both,63,1025,915,It was the lowest level of prediction errors that I could achieve. The less errors the better the data I would assume.,5,5,6,3,5,4,5,3,Female,3,1,5,5,None.,12,1,scenario,0
7/24/19 18:06,7/24/19 18:44,0,73.156.245.52,100,2263,1,7/24/19 18:44,R_1i80FPsH0aqqVzn,,,,,26.66810608,-81.76460266,anonymous,EN,1,2,1,2,"1,2,3,4",1,,1,1,2,1,2,1,1,1,2,2,"I believe it is more important to not detain anyone who will not reoffend, otherwise they are being punished more because of what other people might do. However, I think there does need to be some balance or else many people who reoffend will be released, but I would definitely weight that balance towards not detaining people who will not reoffend.",FP,276,1813,911,Because it has a large number of true negatives and the number of true positives is more than double that of false positives.,6,1,1,"I believe it's more important to not make mistakes. If not having bias creates more mistakes, then eliminating bias is a mistake in itself.",Errors,53,1034,937,This seems like a good point for a low number of false positives and a very high number of true negatives.,5,6,5,3,7,7,2,4,Male,2,1,8,5,I wouldn't trust an algorithm simply because it can't possibly know what's in the minds of people with a criminal past.,12,1,data,0
7/24/19 18:24,7/24/19 18:45,0,186.15.25.121,100,1246,1,7/24/19 18:45,R_2Y5s4ebHmInz5nf,,,,,9.930999756,-84.17590332,anonymous,EN,1,2,1,6,"1,2,3,4",,1,1,3,2,3,2,1,2,1,2,2,"I'm not convinced that predicting recidivism is important at all or something that our judicial system should be engaged in.  This is like the ""thought police"" dystopia of predicted but not yet observed future possible crimes.  Unless the goal is where to direct additional help?  In which case high predicted recidivism should get a high amount of extra support.  ",,2500,200,300,I'm not sure I understood this question.  ,6,1,1,"Can the algorithm be bifurcated by race such that there's no trade-off here?  If not, I guess a balanced approach but I'd lean towards making fewer prediction errors.  Again though it depends on the use case of the algorithm.  If this is for sentencing or bail or anything in the judicial system, the entire system should be thrown out the window.  ",Errors,88,1004,896,"I'm not sure honestly, it depends on how this is to be used.  ",6,2,5,3,6,6,6,4,Male,3,1,5,5,None,9,1,scenario,0
7/24/19 18:24,7/24/19 18:46,0,68.201.176.226,100,1316,1,7/24/19 18:46,R_25FRR6tmdz8IrZy,,,,,26.29370117,-98.30079651,anonymous,EN,1,2,1,5,"1,2,3,4",1,,1,1,2,1,2,1,2,1,1,2,Research on the person needs to be done to find what their history is as this will be a true recidivism indicator.,,700,1289,1011,it is a general mean for basis ,6,1,1,The person's history and general background,,85,1008,902,it is in the middle at 30%,6,6,6,3,6,5,5,4,male,3,3,5,6,cool beans ,10,1,data,0
7/24/19 18:19,7/24/19 18:47,0,174.216.25.249,100,1718,1,7/24/19 18:47,R_ysCLwfw5w5lx9tf,,,,,47.73460388,-122.3479004,anonymous,EN,1,2,1,4,"1,2,3,4",1,,1,1,2,1,1,1,1,1,2,1,I think those that are likely to reoffend should be detained.  Especially if this is their second or third offense.  I think a prediction algorithm is a valuable tool in making this decision.,Retain likely offenders,0,1937,1063,"Defendants were predicted not to reoffend, and they didn't.",5,1,1,I think there should be a balance and treat the groups without bias.,No bias,0,1046,1014,The prediction that defendants will not reoffend was correct.,5,4,5,3,3,4,4,6,female,2,1,3,5,A little confusing.....,10,1,data,0
7/24/19 18:23,7/24/19 18:49,0,50.239.137.13,100,1544,1,7/24/19 18:49,R_1CqjruUMzDAILqg,,,,,36.40280151,-97.86229706,anonymous,EN,1,2,1,5,"1,2,3,4",1,,1,1,2,1,1,1,2,1,1,1,Time will change the cause and reason.,,645,1394,32,I hope the prediction variation would be better if it is around 30%,5,2,2,Am also believe in treating the two groups of defendants without bias.,No bias,227,757,35,I hope this is the best result for both groups.,6,5,4,3,5,4,4,3,Male,3,3,4,4,Good.,6,1,data,-1
7/24/19 18:29,7/24/19 18:50,0,47.39.22.254,100,1247,1,7/24/19 18:50,R_pQU9pKdqG0hWl5n,,,,,43.21510315,-124.1983948,anonymous,EN,1,2,1,6,"1,2,3,4",,1,1,1,2,1,2,1,1,1,2,2,"I think it would be important to balance the numbers. There are too many reasons why someone would reoffend or not reoffend, so a blanket statement and sentence would not entice anyone to feel like they could ever change their life. But it also has to account for the safety of the public.",Both,154,1879,32,"It allows for safety of the public, and allows offenders to regain a life outside of prison.",7,3,3,"I think treating cases without bias would lead to poorer outcomes for African American defendants, actually. They likely had a harder time in life than other people, and will continue to have a harder time.",,406,284,53,It doesn't bear down so hard on an ethnicity.,6,6,6,3,6,6,5,4,Female,2,1,5,5,"There are quite a few typos in the study. I don't doubt the legitimacy of the study, but it is a bit distracting.",10,1,scenario,-1
7/24/19 18:34,7/24/19 18:55,0,162.155.15.74,100,1218,1,7/24/19 18:55,R_5aIQ06T3XA6aiOJ,,,,,38.35099792,-85.89959717,anonymous,EN,1,2,1,5,"1,2,3,4",1,,1,1,2,1,2,1,1,1,2,2,The lowest number of prediction errors is the most important. I think the tool should be tuned toward the lowest number of those since false positives and false negatives are bad.,Errors,416,1692,892,"Because errors are always bad, regardless of if they are negative or positive. Reducing the total number of errors is the most important.",6,1,1,I think it's more important to reduce the disparity as much as possible because the justice system is already so generally biased against african americans.,No bias,67,1023,912,"This balances minimizing errors but softens that stance a bit by making sure that different groups are treated as equally as possible. There's already so much general bias against african americans that even though this creates a few more errors, it's justified because it treats groups as equally as possible which should be our goal.",6,6,6,3,6,6,5,5,male,3,1,3,5,None. Thank you.,12,1,data,0
7/24/19 18:37,7/24/19 18:56,0,23.28.195.162,100,1108,1,7/24/19 18:56,R_3DucyGDmBXcfIc7,,,,,41.4519043,-81.92099762,anonymous,EN,1,2,1,5,"1,2,3,4",1,,1,1,2,1,2,1,1,1,2,2,"I believe that while it is important to balance these two goals, identifying and detaining all defendants who would reoffend is most important.",Retain likely offenders,416,1692,892,It has the lowest amount of prediction errors.,7,1,1,I think it is more important to make fewer mistakes.,Errors,114,897,887,It has the lowest prediction errors,7,7,7,3,7,7,5,2,male,2,1,3,5,None.,12,1,data,0
7/24/19 18:53,7/24/19 18:56,0,35.132.166.226,100,193,1,7/24/19 18:56,R_cCrbruhI25cuNNf,,,,,43.98809814,-124.0993042,anonymous,EN,1,2,1,6,"1,2,3,4",,1,1,2,3,1,3,1,2,3,3,2,Decrease false negatives. ,FP,1048,120,1832,It is best to reduce false negatives.,5,2,2,"just decreasing false negatives, in general",FN,59,1030,931,it is best for reducing false negatives,6,7,6,3,6,5,5,2,female,2,1,5,4,none,4,1,scenario,-1
